"","stressor","explanatory_var","response_var","effect","pval","pval_signif","conf_high","conf_low","expl_dev","pval_shape"
"66","Dissolved_Oxygen","lvl07_roads","thr_day",0.855862052496509,0,TRUE,0.891654398390189,0.820531724910139,0.0691143208251896,21
"67","pH","lvl07_roads","thr_day",0.223665196491499,1.64722529230229e-60,TRUE,0.250444936589107,0.197011731573345,0.00595729893421307,21
"68","Dissolved_Chloride","lvl07_roads","thr_day",2.47315917448949,3.2601664749063e-203,TRUE,2.63773167861911,2.31867364245899,0.36843271772106,21
"69","Nitrate","lvl07_roads","thr_day",-0.957728942979991,9.51522082649876e-315,TRUE,-0.908622523529586,-1.00762429561442,0.0510691695228827,21
"70","Turbidity","lvl07_roads","thr_day",0.0343935719185023,0.00122406050165088,FALSE,0.0552236205168384,0.0135242656765039,0.000160594393757614,19
"71","Total_Phosphorous","lvl07_roads","thr_day",0.169352037885212,2.28529658206161e-09,TRUE,0.224638938215734,0.113544821783878,0.00152901192306314,21
"72","Total_Dissolved_Solids","lvl07_roads","thr_day",-1.62810409354034,0,TRUE,-1.56998070793603,-1.6872224588054,0.139524206309185,21
"73","Conductivity","lvl12_crop","thr_day",0.702428331897313,0,TRUE,0.717979775229235,0.686969161295176,0.106990201632218,21
"74","Dissolved_Oxygen","lvl12_crop","thr_day",0.271639231935012,9.64921090250694e-175,TRUE,0.290468086541906,0.252682665164259,0.0165485040902485,21
"75","pH","lvl12_crop","thr_day",-0.416089414216903,6.78596472890413e-103,TRUE,-0.37870725797264,-0.454448563732775,0.0134821029409815,21
"76","Dissolved_Chloride","lvl12_crop","thr_day",0.622276723822486,1.90850686248719e-93,TRUE,0.681099152052026,0.562058463741301,0.0556760261092642,21
"77","Nitrate","lvl12_crop","thr_day",-0.563713777682285,3.88495011536998e-77,TRUE,-0.505178313668512,-0.624077515205491,0.0121063478673413,21
"78","Turbidity","lvl12_crop","thr_day",0.440463941085704,3.71115632253039e-208,TRUE,0.468601865606954,0.412516136523881,0.0151742228902902,21
"79","Total_Phosphorous","lvl12_crop","thr_day",0.09357420205163,9.78085443990461e-05,TRUE,0.140071892365722,0.0458830800910411,0.000635743134044121,21
"80","Total_Dissolved_Solids","lvl12_crop","thr_day",-1.52845075788216,6.59456643056438e-142,TRUE,-1.41369443292468,-1.65010272769026,0.0505337301993615,21
"81","Conductivity","lvl12_forestry_harvest","thr_day",-0.0467838618782872,0.000232787432262904,TRUE,-0.0219168160229473,-0.0717459801446287,0.000150267847636375,21
"82","Dissolved_Oxygen","lvl12_forestry_harvest","thr_day",-0.225488543154038,8.51517709602442e-46,TRUE,-0.194650398220723,-0.25689684903857,0.00538035712371889,21
"83","pH","lvl12_forestry_harvest","thr_day",0.55349916994308,0,TRUE,0.574029153856334,0.532904811148019,0.0513173323262333,21
"84","Dissolved_Chloride","lvl12_forestry_harvest","thr_day",-2.28060771026728,1.24248187596797e-76,TRUE,-2.04796909384167,-2.53111617866221,0.144532837233134,21
"85","Nitrate","lvl12_forestry_harvest","thr_day",0.306856570196899,9.4222405031714e-117,TRUE,0.333058696655214,0.280688812163908,0.01375947060384,21
"86","Turbidity","lvl12_forestry_harvest","thr_day",-1.26045818025769,0,TRUE,-1.22928317722416,-1.29194579088195,0.158485429970955,21
"87","Total_Phosphorous","lvl12_forestry_harvest","thr_day",0.00852354795593156,0.646514911964899,FALSE,0.04477622147126,-0.028082711430787,9.25372188441313e-06,19
"88","Total_Dissolved_Solids","lvl12_forestry_harvest","thr_day",0.0645284405079996,2.38581234603879e-06,TRUE,0.091298844445804,0.0376792280091092,0.000650555177772495,21
"89","Conductivity","lvl12_mines","thr_day",0.509382226788468,0,TRUE,0.527346472864079,0.491472839171678,0.0356371681352695,21
"90","Dissolved_Oxygen","lvl12_mines","thr_day",-0.304720247282425,6.08394974733347e-52,TRUE,-0.265813596557196,-0.344597714833745,0.00649081091347351,21
"91","pH","lvl12_mines","thr_day",-1.28915490610534,5.7952116183556e-155,TRUE,-1.19637851016098,-1.38702518481447,0.0390012721837553,21
"92","Dissolved_Chloride","lvl12_mines","thr_day",-3.1204541473023,4.86735852581667e-22,TRUE,-2.54685061436815,-3.82227752509318,0.111134676886132,21
"93","Nitrate","lvl12_mines","thr_day",1.11756958072466,0,TRUE,1.14288351724294,1.09243619703598,0.25116733903762,21
"94","Turbidity","lvl12_mines","thr_day",-0.727930234614327,0,TRUE,-0.703321135032393,-0.752825434775574,0.069882707212114,21
"95","Total_Phosphorous","lvl12_mines","thr_day",-0.285400316772906,3.70851519947357e-64,TRUE,-0.252492072616636,-0.318655984601889,0.0136871584204937,21
"96","Total_Dissolved_Solids","lvl12_mines","thr_day",0.654016766463174,0,TRUE,0.677744887935916,0.630366681497297,0.0908808752293911,21
"97","Conductivity","lvl12_nav_water","thr_day",-1.01794976357966,0,TRUE,-0.991814234980225,-1.04440942306335,0.109234536927473,21
"98","Dissolved_Oxygen","lvl12_nav_water","thr_day",0.0441871487079364,0.00736637444661449,FALSE,0.0761545180017582,0.0115129721232938,0.000162353645484547,19
"99","pH","lvl12_nav_water","thr_day",-0.25752888933741,8.83491611234278e-59,TRUE,-0.226621586843641,-0.28907509724233,0.00666919064073033,21
"100","Dissolved_Chloride","lvl12_nav_water","thr_day",-0.239402346802712,0.000157622771174381,TRUE,-0.123150052500457,-0.37198984107383,0.00345856030771889,21
"101","Nitrate","lvl12_nav_water","thr_day",-2.65354532549462,2.35025954687992e-168,TRUE,-2.47083233649675,-2.84713071715482,0.0764704909153141,21
"102","Turbidity","lvl12_nav_water","thr_day",0.384980415261413,0,TRUE,0.403266597293022,0.366789162729594,0.02816515386139,21
"103","Total_Phosphorous","lvl12_nav_water","thr_day",-0.145869977980956,4.655909632374e-13,TRUE,-0.107056234166424,-0.186120707137852,0.00265364167641341,21
"104","Total_Dissolved_Solids","lvl12_nav_water","thr_day",-3.60903145162125,3.63224182706671e-87,TRUE,-3.26679602942003,-3.83823182904302,0.0652719444078672,21
"105","Conductivity","lvl12_night_lights","thr_day",-0.205713917913049,1.68315907638734e-193,TRUE,-0.192167603506496,-0.219343569920576,0.0105485360280357,21
"106","Dissolved_Oxygen","lvl12_night_lights","thr_day",0.392717466011122,2.04573966881695e-277,TRUE,0.414243622021341,0.370983889765133,0.0240362887843059,21
"107","pH","lvl12_night_lights","thr_day",-0.468911420806206,1.54733721972906e-121,TRUE,-0.430337529886583,-0.508799745230273,0.0183007694828395,21
"108","Dissolved_Chloride","lvl12_night_lights","thr_day",0.821537895404489,1.95436713650681e-201,TRUE,0.874460754179406,0.76805698849279,0.118275627621605,21
"109","Nitrate","lvl12_night_lights","thr_day",-0.57032544070032,2.26589653828829e-42,TRUE,-0.49058708492135,-0.654649156599337,0.00735455026031858,21
"110","Turbidity","lvl12_night_lights","thr_day",0.511214831152736,0,TRUE,0.531579311563007,0.491043211914147,0.042951610755347,21
"111","Total_Phosphorous","lvl12_night_lights","thr_day",0.0328306631418751,0.225673046905156,FALSE,0.085004107847461,-0.0212878404902374,6.32781150036775e-05,19
"112","Total_Dissolved_Solids","lvl12_night_lights","thr_day",-6.21105239220562,8.831874091988e-237,TRUE,-5.84274292272136,-6.5237845302632,0.0425314939354608,21
"113","Conductivity","lvl12_pasture","thr_day",0.437421083038455,0,TRUE,0.451298557789349,0.423572422655881,0.0437269336064371,21
"114","Dissolved_Oxygen","lvl12_pasture","thr_day",0.201299131561754,8.9717880241797e-79,TRUE,0.222238486678729,0.180243425074242,0.0077489915103833,21
"115","pH","lvl12_pasture","thr_day",-0.170252830874545,1.02210215803904e-32,TRUE,-0.142455759349319,-0.198485394134392,0.00333262398073406,21
"116","Dissolved_Chloride","lvl12_pasture","thr_day",0.837850164946642,2.39214243507249e-189,TRUE,0.8937035281115,0.78174231826361,0.119286099125183,21
"117","Nitrate","lvl12_pasture","thr_day",-0.780497438220399,1.75432375596377e-122,TRUE,-0.716793776870267,-0.846830791062368,0.0248568719914217,21
"118","Turbidity","lvl12_pasture","thr_day",0.331888255676897,2.16229182017298e-70,TRUE,0.368610919316751,0.295249415000749,0.00477739804877469,21
"119","Total_Phosphorous","lvl12_pasture","thr_day",0.0867167559002771,0.0236686369875496,FALSE,0.160549422483847,0.0101948447146556,0.000216478428496644,19
"120","Total_Dissolved_Solids","lvl12_pasture","thr_day",-6.56378036240463,2.13676263588524e-222,TRUE,-6.16891390602455,-6.9776438769646,0.136184280842404,21
"121","Conductivity","lvl12_population_density","thr_day",-0.0455891336421093,2.60682250361801e-09,TRUE,-0.0305849962502287,-0.0605966477280696,0.000390808447409271,21
"122","Dissolved_Oxygen","lvl12_population_density","thr_day",0.784781513296122,0,TRUE,0.815219458075966,0.754487946002104,0.0648864523825762,21
"123","pH","lvl12_population_density","thr_day",0.0818227246908636,5.2011710840484e-11,TRUE,0.106226978226866,0.0573679821104963,0.000914225326030458,21
"124","Dissolved_Chloride","lvl12_population_density","thr_day",1.43001231535382,5.97311083376083e-259,TRUE,1.51247821795534,1.34933117265351,0.239052489857799,21
"125","Nitrate","lvl12_population_density","thr_day",-1.68218391083962,6.15266668336126e-301,TRUE,-1.59467923552301,-1.77253898533715,0.0793541172015983,21
"126","Turbidity","lvl12_population_density","thr_day",0.337062244496601,2.33166996176224e-225,TRUE,0.357670026974813,0.316441473716934,0.0154333089588586,21
"127","Total_Phosphorous","lvl12_population_density","thr_day",0.144957967437661,4.04978845930284e-10,TRUE,0.190067696859655,0.0991654433922964,0.00164021681444208,21
"128","Total_Dissolved_Solids","lvl12_population_density","thr_day",-3.40163588939211,0,TRUE,-3.24958964598043,-3.55903153734741,0.176321996998231,21
"129","Conductivity","lvl12_rail","thr_day",0.0238477962671363,0.000524719192061663,TRUE,0.0373119250776668,0.0103542069012984,0.000131947688917279,21
"130","Dissolved_Oxygen","lvl12_rail","thr_day",0.335745449358123,3.48255187598518e-177,TRUE,0.358856447378745,0.312480626999413,0.0168141259755862,21
"131","pH","lvl12_rail","thr_day",-0.570869861754861,3.50699547274038e-181,TRUE,-0.532313963750004,-0.61029933937655,0.0254249248917662,21
"132","Dissolved_Chloride","lvl12_rail","thr_day",0.621784859005901,6.57811062050723e-73,TRUE,0.688622457591041,0.553592698389621,0.0471850399572942,21
"133","Nitrate","lvl12_rail","thr_day",0.0730327904614436,1.58816480495121e-06,TRUE,0.102790927115312,0.0431413701990415,0.000591475575244189,21
"134","Turbidity","lvl12_rail","thr_day",0.167164660800434,3.76561810455945e-72,TRUE,0.185384408590084,0.148904505094802,0.00483708485364576,21
"135","Total_Phosphorous","lvl12_rail","thr_day",-0.125048160134158,2.37456115696011e-08,TRUE,-0.0815195402666434,-0.169340995896843,0.00144355493417396,21
"136","Total_Dissolved_Solids","lvl12_rail","thr_day",0.220208125786432,1.56210044126204e-29,TRUE,0.258385844577413,0.181885615536707,0.0036495931964982,21
"137","Conductivity","lvl12_roads","thr_day",0.140457616242134,2.07768482827625e-56,TRUE,0.157875602305726,0.123083987277295,0.00281147676443774,21
"138","Dissolved_Oxygen","lvl12_roads","thr_day",1.18886685582788,0,TRUE,1.24000897573879,1.13869761910508,0.0806171569792972,21
"139","pH","lvl12_roads","thr_day",0.156440954679691,1.56101408525828e-29,TRUE,0.183697041544578,0.129346143836957,0.00280979462310683,21
"140","Dissolved_Chloride","lvl12_roads","thr_day",2.08695818351149,1.80349731487963e-166,TRUE,2.23902117728234,1.94138695009031,0.2461633830991,21
"141","Nitrate","lvl12_roads","thr_day",-0.983877846214989,0,TRUE,-0.946077090609824,-1.02204786270266,0.0846604268577652,21
"142","Turbidity","lvl12_roads","thr_day",0.14914975539905,1.59623896062198e-52,TRUE,0.16831559723599,0.129981981234374,0.00357614494010777,21
"143","Total_Phosphorous","lvl12_roads","thr_day",-0.0413545853577132,0.0408872861421171,FALSE,-0.00180968894716643,-0.0810966708967359,0.000185298512122418,19
"144","Total_Dissolved_Solids","lvl12_roads","thr_day",-1.27409391686436,0,TRUE,-1.23261519645227,-1.31597882977454,0.136814700197268,21
"145","Conductivity","lvl07_crop","thr_month",0.588527121783428,0,TRUE,0.603058548887728,0.574056053532369,0.0778923067974966,21
"146","Dissolved_Oxygen","lvl07_crop","thr_month",0.290140923202475,3.46046488759589e-170,TRUE,0.310524634302124,0.269622088576514,0.0172263455761075,21
"147","pH","lvl07_crop","thr_month",-0.684090282084533,2.0682139959598e-195,TRUE,-0.639645102768009,-0.729576166127391,0.0305169574253431,21
"148","Dissolved_Chloride","lvl07_crop","thr_month",0.886174970767895,5.19271352027728e-187,TRUE,0.945527875728565,0.826368216433579,0.120189248604393,21
"149","Nitrate","lvl07_crop","thr_month",-0.760782003050051,1.62840405664163e-103,TRUE,-0.692809948370338,-0.830905937607743,0.0175997574485799,21
"150","Turbidity","lvl07_crop","thr_month",0.799727255718921,0,TRUE,0.827335320976439,0.77234298681529,0.0591916384435739,21
"151","Total_Phosphorous","lvl07_crop","thr_month",-0.0336395544051673,0.234042685964846,FALSE,0.0208837459187288,-0.0899779613575241,6.39516463544663e-05,19
"152","Total_Dissolved_Solids","lvl07_crop","thr_month",-1.54677027434687,2.30929346547078e-135,TRUE,-1.42700178176182,-1.67194810874459,0.038744153442813,21
"153","Conductivity","lvl07_forestry_harvest","thr_month",-0.577092177794518,0,TRUE,-0.553963494051314,-0.600373904601302,0.0301787713497637,21
"154","Dissolved_Oxygen","lvl07_forestry_harvest","thr_month",0.0403910788312481,0.00113445748086622,FALSE,0.0645911399113156,0.0159432914803255,0.00025835522388361,19
"155","pH","lvl07_forestry_harvest","thr_month",0.675560242508848,0,TRUE,0.699124441584636,0.652013886669237,0.0698957901974257,21
"156","Dissolved_Chloride","lvl07_forestry_harvest","thr_month",-2.79971316014697,4.3489272062103e-116,TRUE,-2.56725291357538,-3.04698253425122,0.204716231502536,21
"157","Nitrate","lvl07_forestry_harvest","thr_month",-0.469034709407126,3.39697129910073e-167,TRUE,-0.435755787195811,-0.502470611301543,0.0207824440241996,21
"158","Turbidity","lvl07_forestry_harvest","thr_month",-1.33108378426105,0,TRUE,-1.29979168290316,-1.36266541325465,0.172818391661146,21
"159","Total_Phosphorous","lvl07_forestry_harvest","thr_month",0.309246287457429,1.40266844511173e-49,TRUE,0.350164088747104,0.268268468455028,0.00953825809252437,21
"160","Total_Dissolved_Solids","lvl07_forestry_harvest","thr_month",-0.0889168972108019,1.93414611116595e-08,TRUE,-0.0579612868170507,-0.120007530886389,0.000942650906064,21
"161","Conductivity","lvl07_mines","thr_month",0.590979858972506,0,TRUE,0.609176163387009,0.572825887648384,0.0462833334978862,21
"162","Dissolved_Oxygen","lvl07_mines","thr_month",-0.470082187386435,5.40819015442673e-100,TRUE,-0.427181809473916,-0.51400744719236,0.0144681694499204,21
"163","pH","lvl07_mines","thr_month",-2.60616806095108,8.18706089933836e-284,TRUE,-2.4665518297204,-2.75037886428643,0.0863190940925483,21
"164","Dissolved_Chloride","lvl07_mines","thr_month",-1.07349668473743,1.97330949013881e-47,TRUE,-0.933821269741121,-1.22524384683485,0.0722186751169468,21
"165","Nitrate","lvl07_mines","thr_month",1.06133273260947,0,TRUE,1.08725198873272,1.03559428740631,0.209139109881615,21
"166","Turbidity","lvl07_mines","thr_month",-0.648785908548285,0,TRUE,-0.62651837037761,-0.671260618216973,0.0615824361240624,21
"167","Total_Phosphorous","lvl07_mines","thr_month",-0.22144614380862,1.19159640749209e-46,TRUE,-0.19125548448453,-0.251784301032994,0.00937770181913863,21
"168","Total_Dissolved_Solids","lvl07_mines","thr_month",0.531801092516651,0,TRUE,0.554627287843687,0.509029148000814,0.063613020044022,21
"169","Conductivity","lvl07_nav_water","thr_month",-0.544854476275053,0,TRUE,-0.523404727689189,-0.56672813860829,0.047198353854385,21
"170","Dissolved_Oxygen","lvl07_nav_water","thr_month",0.461672987957731,4.25714096938888e-259,TRUE,0.487899491763951,0.435261527134673,0.0250071705208722,21
"171","pH","lvl07_nav_water","thr_month",0.233541444981463,7.44697719357312e-174,TRUE,0.24972233063525,0.21715135502319,0.0149943383060558,21
"172","Dissolved_Chloride","lvl07_nav_water","thr_month",0.455417747720132,4.69481784056276e-11,TRUE,0.586818726167006,0.315139452163037,0.00648272785037736,21
"173","Nitrate","lvl07_nav_water","thr_month",-3.03064891150561,1.10620248641072e-279,TRUE,-2.86642547884188,-3.19885273243711,0.0758699006899533,21
"174","Turbidity","lvl07_nav_water","thr_month",0.181084879219643,7.69163507765196e-49,TRUE,0.205230577090362,0.156898500941274,0.00318381478364901,21
"175","Total_Phosphorous","lvl07_nav_water","thr_month",-0.525374539019545,4.59293287974156e-29,TRUE,-0.434892891431868,-0.618964678904414,0.00685648115538998,21
"176","Total_Dissolved_Solids","lvl07_nav_water","thr_month",-3.29484661393492,7.86492851541153e-229,TRUE,-3.09853497058692,-3.49845378813394,0.136845668868389,21
"177","Conductivity","lvl07_night_lights","thr_month",0.237664085163964,3.55399956894903e-268,TRUE,0.250983247556914,0.224354928818281,0.0134045757520159,21
"178","Dissolved_Oxygen","lvl07_night_lights","thr_month",0.319137599587039,8.06455641865603e-249,TRUE,0.337632300198142,0.300495133961436,0.0236860926522247,21
"179","pH","lvl07_night_lights","thr_month",-0.531791672118746,3.1765915999637e-137,TRUE,-0.490530662912327,-0.57417603827371,0.0207464058116386,21
"180","Dissolved_Chloride","lvl07_night_lights","thr_month",1.4395819114664,0,TRUE,1.51109260343746,1.37055430833117,0.373344348972891,21
"181","Nitrate","lvl07_night_lights","thr_month",-0.37211669269196,1.26299717404768e-46,TRUE,-0.322197867855638,-0.42398455737937,0.00697233211996651,21
"182","Turbidity","lvl07_night_lights","thr_month",0.386545695199491,0,TRUE,0.40598368135963,0.367192323007642,0.0239741482544113,21
"183","Total_Phosphorous","lvl07_night_lights","thr_month",0.261646110760698,2.56675480749494e-22,TRUE,0.31391566613954,0.20831337665201,0.00374076274816948,21
"184","Total_Dissolved_Solids","lvl07_night_lights","thr_month",-7.45629029583724,0,TRUE,-7.15439448782255,-7.76210704631652,0.0995966183162288,21
